sequence,found_in_MEGAHIT,found_in_SPAdes,status,MEGAHIT_vs2_score,MEGAHIT_dvf_score,MEGAHIT_identified_by,SPAdes_vs2_score,SPAdes_dvf_score,SPAdes_identified_by
k141_180260,Yes,No,Consensus,0.973,0.0109237926080822,Both,N/A,N/A,N/A
k141_90844,Yes,No,Consensus,0.913,0.2106374949216842,Both,N/A,N/A,N/A
k141_19369,Yes,No,Consensus,0.893,0.0058547179214656,Both,N/A,N/A,N/A
NODE_6434_length_1052_cov_1.659980,No,Yes,Consensus,N/A,N/A,N/A,0.967,0.0004869165131822,Both
k141_157759,Yes,No,Consensus,0.973,0.4005569517612457,Both,N/A,N/A,N/A
k141_19007,Yes,No,Consensus,0.527,2.3441296434612013e-05,Both,N/A,N/A,N/A
k141_23178,Yes,No,Consensus,0.547,2.4863588805601462e-06,Both,N/A,N/A,N/A
k141_147730,Yes,No,Consensus,0.82,0.8767002820968628,Both,N/A,N/A,N/A
k141_86165,Yes,No,Consensus,0.607,5.761742158938432e-06,Both,N/A,N/A,N/A
k141_69487,Yes,No,Consensus,0.687,0.0133728645741939,Both,N/A,N/A,N/A
k141_21478,Yes,No,Consensus,0.907,0.4599409103393554,Both,N/A,N/A,N/A
k141_133142,Yes,No,Consensus,0.62,0.1004387214779853,Both,N/A,N/A,N/A
k141_6983,Yes,No,Consensus,0.993,0.0139149008318781,Both,N/A,N/A,N/A
k141_29147,Yes,No,Consensus,0.793,0.1746286451816558,Both,N/A,N/A,N/A
k141_49422,Yes,No,Consensus,0.7,4.196817371848738e-06,Both,N/A,N/A,N/A
k141_105179,Yes,No,Consensus,0.687,0.0619869083166122,Both,N/A,N/A,N/A
k141_48970,Yes,No,Consensus,0.88,0.2274959087371826,Both,N/A,N/A,N/A
k141_79965,Yes,No,Consensus,0.833,0.7369129061698914,Both,N/A,N/A,N/A
k141_176223,Yes,No,Consensus,0.947,0.0137614756822586,Both,N/A,N/A,N/A
k141_70263,Yes,No,Consensus,0.62,0.0212169513106346,Both,N/A,N/A,N/A
k141_38439,Yes,No,Consensus,0.92,0.2786093652248382,Both,N/A,N/A,N/A
k141_64714,Yes,No,Consensus,0.68,0.0855148211121559,Both,N/A,N/A,N/A
k141_154542,Yes,No,Consensus,0.92,0.0112736821174621,Both,N/A,N/A,N/A
k141_75684,Yes,No,Consensus,,0.3280681371688843,Both,N/A,N/A,N/A
k141_160228,Yes,No,Consensus,1.0,1.4598708020230332e-08,Both,N/A,N/A,N/A
k141_12807,Yes,No,Consensus,0.993,0.3167882561683655,Both,N/A,N/A,N/A
k141_139368,Yes,No,Consensus,0.847,0.0311756264418363,Both,N/A,N/A,N/A
k141_20882,Yes,No,Consensus,0.587,0.997783660888672,Both,N/A,N/A,N/A
k141_95874,Yes,No,Consensus,1.0,0.6506918668746948,Both,N/A,N/A,N/A
k141_147033,Yes,No,Consensus,0.893,0.0007574587943963,Both,N/A,N/A,N/A
NODE_4354_length_1172_cov_1.880931,No,Yes,Consensus,N/A,N/A,N/A,0.993,0.0138107761740684,Both
k141_24721,Yes,No,Consensus,0.98,0.0017315797740593,Both,N/A,N/A,N/A
k141_131469,Yes,No,Consensus,0.913,0.13785420358181,Both,N/A,N/A,N/A
k141_6697,Yes,No,Consensus,,0.7596675753593445,Both,N/A,N/A,N/A
k141_146583,Yes,No,Consensus,0.907,0.0003634802415035,Both,N/A,N/A,N/A
k141_3642,Yes,No,Consensus,0.953,0.9977545142173768,Both,N/A,N/A,N/A
k141_122700,Yes,No,Consensus,0.507,0.0064665633253753,Both,N/A,N/A,N/A
k141_27036,Yes,No,Consensus,0.993,0.0012531750835478,Both,N/A,N/A,N/A
k141_109931,Yes,No,Consensus,0.96,0.349039226770401,Both,N/A,N/A,N/A
k141_130448,Yes,No,Consensus,0.84,0.2471054345369339,Both,N/A,N/A,N/A
k141_77744,Yes,No,Consensus,0.68,0.2105869203805923,Both,N/A,N/A,N/A
NODE_2982_length_1297_cov_1.221417,No,Yes,Consensus,N/A,N/A,N/A,0.993,2.922699027241293e-10,Both
k141_176253,Yes,No,Consensus,0.607,0.5834688544273376,Both,N/A,N/A,N/A
k141_178903,Yes,No,Consensus,0.587,0.0757460743188858,Both,N/A,N/A,N/A
k141_105278,Yes,No,Consensus,1.0,0.0044187591411173,Both,N/A,N/A,N/A
k141_92300,Yes,No,Consensus,,0.7603371143341064,Both,N/A,N/A,N/A
k141_78043,Yes,No,Consensus,0.68,1.7785161787742257e-07,Both,N/A,N/A,N/A
k141_52511,Yes,No,Consensus,0.64,0.4331118464469909,Both,N/A,N/A,N/A
k141_146895,Yes,No,Consensus,0.907,0.0009482891182415,Both,N/A,N/A,N/A
k141_124721,Yes,No,Consensus,,0.9128478765487672,Both,N/A,N/A,N/A
k141_2773,Yes,No,Consensus,0.513,0.0173616670072078,Both,N/A,N/A,N/A
k141_79429,Yes,No,Consensus,0.967,0.9998795986175536,Both,N/A,N/A,N/A
k141_37704,Yes,No,Consensus,,0.8556967973709106,Both,N/A,N/A,N/A
k141_10505,Yes,No,Consensus,0.827,0.1047450900077819,Both,N/A,N/A,N/A
NODE_1361_length_1607_cov_1.571521,No,Yes,Consensus,N/A,N/A,N/A,0.907,0.0004473250301089,Both
k141_27096,Yes,No,Consensus,0.927,0.0087043540552258,Both,N/A,N/A,N/A
k141_32612,Yes,No,Consensus,0.847,0.0016453627031296,Both,N/A,N/A,N/A
k141_39545,Yes,No,Consensus,,0.3683198988437652,Both,N/A,N/A,N/A
k141_140842,Yes,No,Consensus,0.84,0.170254111289978,Both,N/A,N/A,N/A
NODE_3222_length_1269_cov_1.237232,No,Yes,Consensus,N/A,N/A,N/A,0.907,0.1715931445360183,Both
k141_173070,Yes,No,Consensus,0.76,0.0557179562747478,Both,N/A,N/A,N/A
k141_93011,Yes,No,Consensus,0.993,0.264691948890686,Both,N/A,N/A,N/A
NODE_5024_length_1127_cov_1.245336,No,Yes,Consensus,N/A,N/A,N/A,0.62,0.0226551704108715,Both
k141_165488,Yes,No,Consensus,,0.0661576613783836,Both,N/A,N/A,N/A
k141_52850,Yes,No,Consensus,0.813,0.2491806447505951,Both,N/A,N/A,N/A
k141_162801,Yes,No,Consensus,0.887,0.6306290626525879,Both,N/A,N/A,N/A
k141_143081,Yes,No,Consensus,0.847,0.0194090157747268,Both,N/A,N/A,N/A
k141_148387,Yes,No,Consensus,0.96,0.3642284274101257,Both,N/A,N/A,N/A
k141_156405,Yes,No,Consensus,0.5,0.0116027910262346,Both,N/A,N/A,N/A
k141_74132,Yes,No,Consensus,0.947,0.0545153394341468,Both,N/A,N/A,N/A
k141_50268,Yes,No,Consensus,0.807,0.0006268915603868,Both,N/A,N/A,N/A
k141_161104,Yes,No,Consensus,0.66,0.0030017171520739,Both,N/A,N/A,N/A
k141_157982,Yes,No,Consensus,,0.6655920743942261,Both,N/A,N/A,N/A
NODE_3007_length_1294_cov_1.748991,No,Yes,Consensus,N/A,N/A,N/A,0.613,0.0469331480562686,Both
k141_124830,Yes,No,Consensus,0.58,2.234633257103269e-06,Both,N/A,N/A,N/A
k141_85860,Yes,No,Consensus,0.733,1.2931884612044089e-06,Both,N/A,N/A,N/A
k141_96083,Yes,No,Consensus,,0.1084106042981147,Both,N/A,N/A,N/A
NODE_4870_length_1137_cov_1.569316,No,Yes,Consensus,N/A,N/A,N/A,0.993,0.2229282110929489,Both
k141_105059,Yes,No,Consensus,0.56,0.0079804081469774,Both,N/A,N/A,N/A
k141_1301,Yes,No,Consensus,0.993,0.942768096923828,Both,N/A,N/A,N/A
k141_113220,Yes,No,Consensus,0.96,0.2298785150051117,Both,N/A,N/A,N/A
k141_13771,Yes,No,Consensus,0.933,0.000140111442306,Both,N/A,N/A,N/A
k141_67842,Yes,No,Consensus,0.633,0.342347651720047,Both,N/A,N/A,N/A
k141_54223,Yes,No,Consensus,0.987,0.0139806717634201,Both,N/A,N/A,N/A
k141_12999,Yes,No,Consensus,1.0,0.4876662194728851,Both,N/A,N/A,N/A
k141_12694,Yes,No,Consensus,0.787,0.0184688568115234,Both,N/A,N/A,N/A
k141_155593,Yes,No,Consensus,0.653,0.1121285185217857,Both,N/A,N/A,N/A
k141_152010,Yes,No,Consensus,1.0,0.0586173348128795,Both,N/A,N/A,N/A
k141_8664,Yes,No,Consensus,0.513,0.0004881205968558,Both,N/A,N/A,N/A
k141_175328,Yes,No,Consensus,0.887,1.9775146938627582e-05,Both,N/A,N/A,N/A
k141_106833,Yes,No,Consensus,0.793,0.9293609857559204,Both,N/A,N/A,N/A
k141_39463,Yes,No,Consensus,0.587,2.025819640039117e-06,Both,N/A,N/A,N/A
NODE_2660_length_1337_cov_2.110764,No,Yes,Consensus,N/A,N/A,N/A,0.633,8.649461591403451e-08,Both
k141_167183,Yes,No,Consensus,1.0,0.9893813133239746,Both,N/A,N/A,N/A
k141_180711,Yes,No,Consensus,0.607,1.0116788871528117e-05,Both,N/A,N/A,N/A
k141_15728,Yes,No,Consensus,0.507,0.8138611912727356,Both,N/A,N/A,N/A
NODE_2709_length_1330_cov_1.556863,No,Yes,Consensus,N/A,N/A,N/A,0.593,1.2534609084013937e-07,Both
k141_29554,Yes,No,Consensus,0.62,0.0014655422419309,Both,N/A,N/A,N/A
k141_64729,Yes,No,Consensus,0.86,0.009207603521645,Both,N/A,N/A,N/A
NODE_4574_length_1157_cov_1.489111,No,Yes,Consensus,N/A,N/A,N/A,0.76,0.0002277244930155,Both
k141_31373,Yes,No,Consensus,0.847,0.0197706054896116,Both,N/A,N/A,N/A
k141_152280,Yes,No,Consensus,0.547,5.819279249408282e-05,Both,N/A,N/A,N/A
k141_153600,Yes,No,Consensus,0.827,0.1203188300132751,Both,N/A,N/A,N/A
NODE_2529_length_1353_cov_3.356703,No,Yes,Consensus,N/A,N/A,N/A,1.0,0.9974893927574158,Both
k141_31416,Yes,No,Consensus,0.98,0.253189355134964,Both,N/A,N/A,N/A
k141_10444,Yes,No,Consensus,0.753,2.506279088265728e-05,Both,N/A,N/A,N/A
k141_52099,Yes,No,Consensus,0.96,0.0813660025596618,Both,N/A,N/A,N/A
k141_85377,Yes,No,Consensus,0.727,0.0630152449011802,Both,N/A,N/A,N/A
k141_7870,Yes,No,Consensus,0.633,0.5730365514755249,Both,N/A,N/A,N/A
k141_36652,Yes,No,Consensus,0.96,0.1553353369235992,Both,N/A,N/A,N/A
k141_152760,Yes,No,Consensus,0.707,0.1444033533334732,Both,N/A,N/A,N/A
k141_58081,Yes,No,Consensus,0.933,0.0761755108833313,Both,N/A,N/A,N/A
k141_40016,Yes,No,Consensus,0.993,9.012811460706873e-06,Both,N/A,N/A,N/A
NODE_2613_length_1342_cov_2.698524,No,Yes,Consensus,N/A,N/A,N/A,,0.8336395621299744,Both
k141_148779,Yes,No,Consensus,0.807,0.0870129019021987,Both,N/A,N/A,N/A
NODE_2203_length_1407_cov_1.278846,No,Yes,Consensus,N/A,N/A,N/A,0.993,0.0140108158811926,Both
k141_69565,Yes,No,Consensus,0.533,1.9686011000885628e-05,Both,N/A,N/A,N/A
k141_158314,Yes,No,Consensus,0.687,0.1290125846862793,Both,N/A,N/A,N/A
k141_62074,Yes,No,Consensus,0.5,4.137415601235261e-07,Both,N/A,N/A,N/A
k141_58559,Yes,No,Consensus,1.0,0.1011842191219329,Both,N/A,N/A,N/A
k141_88235,Yes,No,Consensus,0.993,0.9481533765792848,Both,N/A,N/A,N/A
NODE_7287_length_1017_cov_1.885655,No,Yes,Consensus,N/A,N/A,N/A,0.647,0.0001325998600805,Both
NODE_3816_length_1213_cov_2.552677,No,Yes,Consensus,N/A,N/A,N/A,0.653,0.0055864383466541,Both
k141_118393,Yes,No,Consensus,0.527,0.0098870424553751,Both,N/A,N/A,N/A
k141_146700,Yes,No,Consensus,,0.4992654919624328,Both,N/A,N/A,N/A
k141_50052,Yes,No,Consensus,0.933,0.0062405094504356,Both,N/A,N/A,N/A
k141_174897,Yes,No,Consensus,0.993,0.3352987766265869,Both,N/A,N/A,N/A
k141_137117,Yes,No,Consensus,0.58,0.0816469863057136,Both,N/A,N/A,N/A
k141_81375,Yes,No,Consensus,0.687,0.074820689857006,Both,N/A,N/A,N/A
k141_157700,Yes,No,Consensus,,0.4523735642433166,Both,N/A,N/A,N/A
k141_124996,Yes,No,Consensus,0.987,0.000878951861523,Both,N/A,N/A,N/A
k141_85237,Yes,No,Consensus,0.987,0.3529359698295593,Both,N/A,N/A,N/A
k141_39635,Yes,No,Consensus,0.96,0.0066000195220112,Both,N/A,N/A,N/A
k141_36741,Yes,No,Consensus,0.767,0.0015765696298331,Both,N/A,N/A,N/A
k141_66811,Yes,No,Consensus,1.0,1.9332845113240182e-05,Both,N/A,N/A,N/A
k141_173131,Yes,No,Consensus,1.0,0.0018022244330495,Both,N/A,N/A,N/A
NODE_1442_length_1577_cov_1.918528,No,Yes,Consensus,N/A,N/A,N/A,0.967,0.03934857994318,Both
k141_179691,Yes,No,Consensus,0.9,0.0004491525469347,Both,N/A,N/A,N/A
k141_152522,Yes,No,Consensus,0.813,0.321311891078949,Both,N/A,N/A,N/A
k141_66487,Yes,No,Consensus,0.707,0.9618016481399536,Both,N/A,N/A,N/A
k141_162857,Yes,No,Consensus,0.84,0.0023028384894132,Both,N/A,N/A,N/A
k141_89442,Yes,No,Consensus,0.92,4.151027314946987e-05,Both,N/A,N/A,N/A
k141_131412,Yes,No,Consensus,1.0,0.9971705675125122,Both,N/A,N/A,N/A
k141_48272,Yes,No,Consensus,0.967,0.2931733429431915,Both,N/A,N/A,N/A
NODE_214_length_2775_cov_3.170221,No,Yes,Consensus,N/A,N/A,N/A,0.527,0.0003370297490619,Both
k141_109110,Yes,No,Consensus,0.793,0.1570754051208496,Both,N/A,N/A,N/A
k141_13543,Yes,No,Consensus,0.553,0.1973555088043213,Both,N/A,N/A,N/A
k141_117629,Yes,No,Consensus,0.947,9.451206278754398e-05,Both,N/A,N/A,N/A
k141_167722,Yes,No,Consensus,0.913,0.0332486480474472,Both,N/A,N/A,N/A
k141_58741,Yes,No,Consensus,0.553,0.0005683213821612,Both,N/A,N/A,N/A
k141_35728,Yes,No,Consensus,0.673,0.0062171462923288,Both,N/A,N/A,N/A
k141_143083,Yes,No,Consensus,1.0,0.1591603904962539,Both,N/A,N/A,N/A
k141_117286,Yes,No,Consensus,1.0,0.3529235124588012,Both,N/A,N/A,N/A
NODE_3501_length_1240_cov_1.274262,No,Yes,Consensus,N/A,N/A,N/A,0.693,0.000670580600854,Both
k141_82748,Yes,No,Consensus,0.88,0.1023789048194885,Both,N/A,N/A,N/A
k141_7445,Yes,No,Consensus,0.74,0.0151026593521237,Both,N/A,N/A,N/A
k141_51282,Yes,No,Consensus,0.78,9.543413762003183e-05,Both,N/A,N/A,N/A
k141_73528,Yes,No,Consensus,0.993,0.0698389634490013,Both,N/A,N/A,N/A
k141_36395,Yes,No,Consensus,0.653,0.8890194892883301,Both,N/A,N/A,N/A
k141_155636,Yes,No,Consensus,0.8,0.013987248763442,Both,N/A,N/A,N/A
NODE_24_length_4497_cov_3.800090,No,Yes,Consensus,N/A,N/A,N/A,0.787,0.260119616985321,Both
k141_7028,Yes,No,Consensus,0.867,0.5081430673599243,Both,N/A,N/A,N/A
k141_126981,Yes,No,Consensus,0.853,0.3127139210700989,Both,N/A,N/A,N/A
k141_170867,Yes,No,Consensus,0.707,0.0023173429071903,Both,N/A,N/A,N/A
k141_124922,Yes,No,Consensus,0.507,0.8350036144256592,Both,N/A,N/A,N/A
k141_140540,Yes,No,Consensus,0.927,2.967456058655671e-09,Both,N/A,N/A,N/A
k141_134649,Yes,No,Consensus,0.713,0.0203892327845096,Both,N/A,N/A,N/A
k141_66565,Yes,No,Consensus,0.86,0.20558962225914,Both,N/A,N/A,N/A
k141_138750,Yes,No,Consensus,0.747,5.179954678169452e-05,Both,N/A,N/A,N/A
k141_74636,Yes,No,Consensus,0.847,0.0010435442673042,Both,N/A,N/A,N/A
k141_6700,Yes,No,Consensus,0.68,2.13883540709503e-05,Both,N/A,N/A,N/A
k141_14427,Yes,No,Consensus,1.0,0.971992254257202,Both,N/A,N/A,N/A
k141_121352,Yes,No,Consensus,,0.3067256808280945,Both,N/A,N/A,N/A
k141_43648,Yes,No,Consensus,0.967,8.555093700124417e-06,Both,N/A,N/A,N/A
k141_66532,Yes,No,Consensus,1.0,0.7343013882637024,Both,N/A,N/A,N/A
k141_70317,Yes,No,Consensus,0.507,0.99394428730011,Both,N/A,N/A,N/A
k141_154876,Yes,No,Consensus,1.0,0.0906311273574829,Both,N/A,N/A,N/A
k141_142205,Yes,No,Consensus,0.867,0.3351545929908752,Both,N/A,N/A,N/A
k141_174529,Yes,No,Consensus,0.847,0.1938592791557312,Both,N/A,N/A,N/A
NODE_2644_length_1339_cov_1.728972,No,Yes,Consensus,N/A,N/A,N/A,0.993,0.4108749628067016,Both
NODE_7242_length_1019_cov_2.001037,No,Yes,Consensus,N/A,N/A,N/A,0.893,0.0205698255449533,Both
NODE_893_length_1819_cov_2.356576,No,Yes,Consensus,N/A,N/A,N/A,0.627,0.7566157579421997,Both
k141_126999,Yes,No,Consensus,0.773,0.0067649795673787,Both,N/A,N/A,N/A
k141_8563,Yes,No,Consensus,0.72,0.0094242449849843,Both,N/A,N/A,N/A
k141_61246,Yes,No,Consensus,0.74,0.1965147107839584,Both,N/A,N/A,N/A
k141_24911,Yes,No,Consensus,0.987,0.3053442239761352,Both,N/A,N/A,N/A
k141_65018,Yes,No,Consensus,0.887,0.2597255706787109,Both,N/A,N/A,N/A
k141_41864,Yes,No,Consensus,0.88,0.3747739791870117,Both,N/A,N/A,N/A
k141_146918,Yes,No,Consensus,,0.0080010117962956,Both,N/A,N/A,N/A
k141_104186,Yes,No,Consensus,0.913,0.0082684084773063,Both,N/A,N/A,N/A
NODE_2262_length_1398_cov_2.606106,No,Yes,Consensus,N/A,N/A,N/A,0.88,0.0084125474095344,Both
k141_82479,Yes,No,Consensus,0.62,0.448679655790329,Both,N/A,N/A,N/A
k141_173622,Yes,No,Consensus,1.0,0.440643161535263,Both,N/A,N/A,N/A
NODE_4373_length_1171_cov_1.558244,No,Yes,Consensus,N/A,N/A,N/A,0.76,0.0003628528502304,Both
k141_116486,Yes,No,Consensus,0.967,0.4931917786598205,Both,N/A,N/A,N/A
NODE_4775_length_1144_cov_1.348026,No,Yes,Consensus,N/A,N/A,N/A,1.0,5.362619049265049e-06,Both
k141_137373,Yes,No,Consensus,0.813,0.039243321865797,Both,N/A,N/A,N/A
k141_20512,Yes,No,Consensus,0.947,0.0065342346206307,Both,N/A,N/A,N/A
k141_4555,Yes,No,Consensus,0.547,1.4256328313422273e-06,Both,N/A,N/A,N/A
k141_120109,Yes,No,Consensus,0.593,0.0068213026970624,Both,N/A,N/A,N/A
NODE_4663_length_1151_cov_1.449818,No,Yes,Consensus,N/A,N/A,N/A,0.907,0.9524310827255248,Both
k141_177020,Yes,No,Consensus,0.953,0.0972479134798049,Both,N/A,N/A,N/A
k141_171887,Yes,No,Consensus,0.993,0.7160499691963196,Both,N/A,N/A,N/A
k141_45630,Yes,No,Consensus,0.867,0.0005986423930153,Both,N/A,N/A,N/A
k141_97257,Yes,No,Consensus,0.507,0.7047263383865356,Both,N/A,N/A,N/A
k141_141277,Yes,No,Consensus,0.647,0.1546206623315811,Both,N/A,N/A,N/A
k141_73750,Yes,No,Consensus,0.993,0.1029539704322815,Both,N/A,N/A,N/A
k141_159643,Yes,No,Consensus,0.653,0.0191932078450918,Both,N/A,N/A,N/A
k141_86583,Yes,No,Consensus,0.98,0.0325985103845596,Both,N/A,N/A,N/A
NODE_5644_length_1089_cov_1.836557,No,Yes,Consensus,N/A,N/A,N/A,0.953,0.9998252391815186,Both
k141_88387,Yes,No,Consensus,0.92,0.1298690736293792,Both,N/A,N/A,N/A
k141_94968,Yes,No,Consensus,0.987,4.660067588702077e-06,Both,N/A,N/A,N/A
k141_74330,Yes,No,Consensus,0.807,0.0082919830456376,Both,N/A,N/A,N/A
k141_85580,Yes,No,Consensus,0.753,0.000441743992269,Both,N/A,N/A,N/A
k141_166068,Yes,No,Consensus,0.847,9.368571227241771e-06,Both,N/A,N/A,N/A
k141_63815,Yes,No,Consensus,0.98,0.0004999337252229,Both,N/A,N/A,N/A
k141_156820,Yes,No,Consensus,0.747,0.732502818107605,Both,N/A,N/A,N/A
k141_25112,Yes,No,Consensus,0.553,5.406757918535732e-05,Both,N/A,N/A,N/A
k141_39751,Yes,No,Consensus,0.807,0.6042300462722778,Both,N/A,N/A,N/A
k141_60029,Yes,No,Consensus,0.94,0.0632626414299011,Both,N/A,N/A,N/A
NODE_758_length_1898_cov_3.709712,No,Yes,Consensus,N/A,N/A,N/A,0.747,0.0001009802363114,Both
k141_59185,Yes,No,Consensus,0.587,3.949880920117721e-07,Both,N/A,N/A,N/A
k141_50231,Yes,No,Consensus,0.973,0.000415783812059,Both,N/A,N/A,N/A
k141_172094,Yes,No,Consensus,0.793,0.7849621772766113,Both,N/A,N/A,N/A
k141_103359,Yes,No,Consensus,0.94,0.0002541457652114,Both,N/A,N/A,N/A
k141_165909,Yes,No,Consensus,0.98,0.9406976103782654,Both,N/A,N/A,N/A
k141_76507,Yes,No,Consensus,0.993,0.0004952073213644,Both,N/A,N/A,N/A
k141_90543,Yes,No,Consensus,1.0,0.0184435993432998,Both,N/A,N/A,N/A
k141_166906,Yes,No,Consensus,0.96,0.4524570107460022,Both,N/A,N/A,N/A
k141_7114,Yes,No,Consensus,0.74,0.0061594927683472,Both,N/A,N/A,N/A
k141_6626,Yes,No,Consensus,1.0,0.0031115522142499,Both,N/A,N/A,N/A
k141_161816,Yes,No,Consensus,0.507,5.49820797459688e-05,Both,N/A,N/A,N/A
k141_105220,Yes,No,Consensus,0.507,0.0017268424853682,Both,N/A,N/A,N/A
k141_51,Yes,No,Consensus,0.713,0.6024219989776611,Both,N/A,N/A,N/A
k141_92875,Yes,No,Consensus,0.593,0.0566846877336502,Both,N/A,N/A,N/A
k141_141522,Yes,No,Consensus,0.94,0.0793924629688263,Both,N/A,N/A,N/A
k141_152238,Yes,No,Consensus,0.933,0.0118227796629071,Both,N/A,N/A,N/A
k141_177303,Yes,No,Consensus,0.987,0.0490828901529312,Both,N/A,N/A,N/A
k141_151266,Yes,No,Consensus,0.6,0.0015417125541716,Both,N/A,N/A,N/A
k141_60610,Yes,No,Consensus,0.993,0.0101436330005526,Both,N/A,N/A,N/A
k141_156809,Yes,No,Consensus,0.833,0.4248501658439636,Both,N/A,N/A,N/A
k141_98600,Yes,No,Consensus,0.613,0.3911241590976715,Both,N/A,N/A,N/A
k141_130984,Yes,No,Consensus,0.887,0.9587203860282898,Both,N/A,N/A,N/A
k141_63811,Yes,No,Consensus,0.5,0.0012236115289852,Both,N/A,N/A,N/A
k141_6601,Yes,No,Consensus,1.0,0.7573130130767822,Both,N/A,N/A,N/A
k141_177112,Yes,No,Consensus,0.987,0.7840257287025452,Both,N/A,N/A,N/A
k141_174639,Yes,No,Consensus,1.0,0.8456077575683594,Both,N/A,N/A,N/A
k141_12171,Yes,No,Consensus,0.62,0.0049894843250513,Both,N/A,N/A,N/A
k141_4982,Yes,No,Consensus,0.773,6.358502105285879e-06,Both,N/A,N/A,N/A
NODE_5430_length_1101_cov_1.511472,No,Yes,Consensus,N/A,N/A,N/A,0.96,0.0044634793885052,Both
NODE_2880_length_1308_cov_4.529130,No,Yes,Consensus,N/A,N/A,N/A,0.913,0.0078008673153817,Both
k141_63994,Yes,No,Consensus,0.913,0.0860340595245361,Both,N/A,N/A,N/A
k141_69443,Yes,No,Consensus,0.98,4.551708116196096e-05,Both,N/A,N/A,N/A
k141_10837,Yes,No,Consensus,0.527,0.0742966756224632,Both,N/A,N/A,N/A
k141_155613,Yes,No,Consensus,0.88,0.0004404970386531,Both,N/A,N/A,N/A
NODE_3241_length_1267_cov_2.410066,No,Yes,Consensus,N/A,N/A,N/A,0.907,0.3112355172634125,Both
k141_127105,Yes,No,Consensus,0.827,0.9999996423721312,Both,N/A,N/A,N/A
k141_118969,Yes,No,Consensus,1.0,4.16402835980989e-05,Both,N/A,N/A,N/A
k141_124953,Yes,No,Consensus,0.96,0.0009618311887606,Both,N/A,N/A,N/A
k141_156576,Yes,No,Consensus,0.953,0.0005801983061246,Both,N/A,N/A,N/A
k141_111499,Yes,No,Consensus,0.593,0.9914675951004028,Both,N/A,N/A,N/A
k141_2990,Yes,No,Consensus,,0.0108899772167205,Both,N/A,N/A,N/A
k141_79354,Yes,No,Consensus,0.647,0.0151690263301134,Both,N/A,N/A,N/A
k141_7626,Yes,No,Consensus,0.553,0.0006767434533685,Both,N/A,N/A,N/A
k141_67068,Yes,No,Consensus,0.973,0.0005693707498721,Both,N/A,N/A,N/A
k141_86287,Yes,No,Consensus,0.8,0.7874119281768799,Both,N/A,N/A,N/A
k141_17429,Yes,No,Consensus,0.813,0.1071407720446586,Both,N/A,N/A,N/A
NODE_22_length_4601_cov_5.459745,No,Yes,Consensus,N/A,N/A,N/A,0.92,0.0002773896267171,Both
k141_36023,Yes,No,Consensus,0.887,0.6191986799240112,Both,N/A,N/A,N/A
k141_7429,Yes,No,Consensus,0.907,0.2186010032892227,Both,N/A,N/A,N/A
k141_179272,Yes,No,Consensus,,0.4054481089115143,Both,N/A,N/A,N/A
k141_144979,Yes,No,Consensus,1.0,0.1141695901751518,Both,N/A,N/A,N/A
k141_115290,Yes,No,Consensus,0.987,0.0023411738220602,Both,N/A,N/A,N/A
NODE_6922_length_1032_cov_3.287615,No,Yes,Consensus,N/A,N/A,N/A,0.973,0.0012184968218207,Both
k141_21083,Yes,No,Consensus,0.92,0.2796322107315063,Both,N/A,N/A,N/A
k141_93669,Yes,No,Consensus,0.973,0.0002056408848147,Both,N/A,N/A,N/A
NODE_4361_length_1171_cov_2.677419,No,Yes,Consensus,N/A,N/A,N/A,0.973,0.8076138496398926,Both
NODE_2259_length_1399_cov_1.097470,No,Yes,Consensus,N/A,N/A,N/A,1.0,0.2723908722400665,Both
k141_174072,Yes,No,Consensus,0.753,0.0044897529296576,Both,N/A,N/A,N/A
k141_165388,Yes,No,Consensus,0.753,0.0079296492040157,Both,N/A,N/A,N/A
k141_160452,Yes,No,Consensus,0.533,0.0031963346991688,Both,N/A,N/A,N/A
k141_140558,Yes,No,Consensus,,0.1818412989377975,Both,N/A,N/A,N/A
k141_53975,Yes,No,Consensus,0.653,0.3083231747150421,Both,N/A,N/A,N/A
k141_89373,Yes,No,Consensus,0.94,0.0142041789367794,Both,N/A,N/A,N/A
k141_84145,Yes,No,Consensus,0.613,0.0002961391001008,Both,N/A,N/A,N/A
k141_31771,Yes,No,Consensus,0.733,1.5109023365766916e-08,Both,N/A,N/A,N/A
k141_39447,Yes,No,Consensus,0.733,0.0106435921043157,Both,N/A,N/A,N/A
k141_85571,Yes,No,Consensus,0.727,2.1141768229426816e-06,Both,N/A,N/A,N/A
k141_37947,Yes,No,Consensus,0.633,6.750234024366364e-05,Both,N/A,N/A,N/A
k141_147439,Yes,No,Consensus,0.687,5.393025048761046e-07,Both,N/A,N/A,N/A
k141_86118,Yes,No,Consensus,0.633,0.0248482376337051,Both,N/A,N/A,N/A
k141_144496,Yes,No,Consensus,0.753,0.9318687915802002,Both,N/A,N/A,N/A
NODE_191_length_2886_cov_3.518898,No,Yes,Consensus,N/A,N/A,N/A,0.787,0.0262781269848346,Both
k141_70643,Yes,No,Consensus,0.8,0.3891304731369018,Both,N/A,N/A,N/A
k141_196,Yes,No,Consensus,0.787,0.150121197104454,Both,N/A,N/A,N/A
k141_99807,Yes,No,Consensus,0.693,0.053998664021492,Both,N/A,N/A,N/A
