sequence,found_in_MEGAHIT,found_in_SPAdes,status,MEGAHIT_vs2_score,MEGAHIT_dvf_score,MEGAHIT_identified_by,SPAdes_vs2_score,SPAdes_dvf_score,SPAdes_identified_by
k141_163889,Yes,No,Consensus,0.993,0.9681581258773804,Both,N/A,N/A,N/A
k141_68921,Yes,No,Consensus,0.967,0.7845905423164368,Both,N/A,N/A,N/A
NODE_2660_length_1337_cov_2.110764,No,Yes,Consensus,N/A,N/A,N/A,0.633,8.649461591403451e-08,Both
k141_94535,Yes,No,Consensus,1.0,0.6506918668746948,Both,N/A,N/A,N/A
k141_175401,Yes,No,Consensus,0.813,0.0235580783337354,Both,N/A,N/A,N/A
k141_5075,Yes,No,Consensus,0.947,4.476021058508195e-05,Both,N/A,N/A,N/A
k141_162165,Yes,No,Consensus,0.987,0.590400218963623,Both,N/A,N/A,N/A
k141_180505,Yes,No,Consensus,0.567,0.0329103581607341,Both,N/A,N/A,N/A
k141_137187,Yes,No,Consensus,0.78,0.0031017703004181,Both,N/A,N/A,N/A
k141_129463,Yes,No,Consensus,0.933,0.9999387860298156,Both,N/A,N/A,N/A
NODE_1003_length_1759_cov_6.676643,No,Yes,Consensus,N/A,N/A,N/A,0.807,0.7283309698104858,Both
k141_171863,Yes,No,Consensus,0.647,0.0035812808200716,Both,N/A,N/A,N/A
NODE_3241_length_1267_cov_2.410066,No,Yes,Consensus,N/A,N/A,N/A,0.907,0.3112355172634125,Both
k141_51505,Yes,No,Consensus,0.587,0.0988206416368484,Both,N/A,N/A,N/A
k141_50718,Yes,No,Consensus,0.9,0.9862770438194276,Both,N/A,N/A,N/A
k141_160847,Yes,No,Consensus,0.66,0.0030017171520739,Both,N/A,N/A,N/A
k141_172750,Yes,No,Consensus,0.987,0.3956248760223388,Both,N/A,N/A,N/A
k141_4771,Yes,No,Consensus,0.813,0.0180894248187541,Both,N/A,N/A,N/A
k141_116414,Yes,No,Consensus,0.587,0.0002740898053161,Both,N/A,N/A,N/A
k141_6990,Yes,No,Consensus,0.847,0.0001246053579961,Both,N/A,N/A,N/A
k141_1872,Yes,No,Consensus,0.553,0.0003749597526621,Both,N/A,N/A,N/A
k141_62318,Yes,No,Consensus,0.993,0.6172131299972534,Both,N/A,N/A,N/A
k141_144838,Yes,No,Consensus,1.0,0.3292663991451263,Both,N/A,N/A,N/A
k141_4492,Yes,No,Consensus,0.993,0.1039831489324569,Both,N/A,N/A,N/A
k141_97216,Yes,No,Consensus,0.927,0.0149915646761655,Both,N/A,N/A,N/A
k141_7098,Yes,No,Consensus,0.727,0.9650814533233644,Both,N/A,N/A,N/A
NODE_6108_length_1067_cov_1.442688,No,Yes,Consensus,N/A,N/A,N/A,0.893,0.0041767638176679,Both
k141_4432,Yes,No,Consensus,0.98,0.0033913222141563,Both,N/A,N/A,N/A
k141_142571,Yes,No,Consensus,0.713,0.0886337384581565,Both,N/A,N/A,N/A
k141_2475,Yes,No,Consensus,0.967,0.3828009665012359,Both,N/A,N/A,N/A
k141_38358,Yes,No,Consensus,0.533,0.0446189567446708,Both,N/A,N/A,N/A
k141_94688,Yes,No,Consensus,0.953,0.1473810374736786,Both,N/A,N/A,N/A
k141_175288,Yes,No,Consensus,0.947,0.9959926605224608,Both,N/A,N/A,N/A
k141_174486,Yes,No,Consensus,0.547,9.79815195023548e-06,Both,N/A,N/A,N/A
k141_42549,Yes,No,Consensus,0.993,5.740830238210037e-05,Both,N/A,N/A,N/A
k141_142556,Yes,No,Consensus,0.86,0.0390562303364276,Both,N/A,N/A,N/A
NODE_5620_length_1090_cov_3.798068,No,Yes,Consensus,N/A,N/A,N/A,0.853,0.045408122241497,Both
k141_161270,Yes,No,Consensus,0.707,1.317561327596195e-05,Both,N/A,N/A,N/A
NODE_4373_length_1171_cov_1.558244,No,Yes,Consensus,N/A,N/A,N/A,0.76,0.0003628528502304,Both
k141_28134,Yes,No,Consensus,0.593,0.0002771063009276,Both,N/A,N/A,N/A
k141_39029,Yes,No,Consensus,0.58,0.0003123234782833,Both,N/A,N/A,N/A
k141_47170,Yes,No,Consensus,0.66,0.001523292157799,Both,N/A,N/A,N/A
k141_60281,Yes,No,Consensus,0.553,0.0005683213821612,Both,N/A,N/A,N/A
k141_139628,Yes,No,Consensus,0.84,1.3949062349638552e-07,Both,N/A,N/A,N/A
k141_120619,Yes,No,Consensus,0.96,0.0029221095610409,Both,N/A,N/A,N/A
k141_67229,Yes,No,Consensus,0.707,0.9618016481399536,Both,N/A,N/A,N/A
k141_110651,Yes,No,Consensus,0.593,0.9914675951004028,Both,N/A,N/A,N/A
k141_55401,Yes,No,Consensus,0.713,4.969599103787914e-06,Both,N/A,N/A,N/A
k141_173857,Yes,No,Consensus,0.84,0.0004494565655477,Both,N/A,N/A,N/A
k141_82180,Yes,No,Consensus,0.5,5.034036439610645e-05,Both,N/A,N/A,N/A
k141_107424,Yes,No,Consensus,0.987,0.2741233110427856,Both,N/A,N/A,N/A
k141_120539,Yes,No,Consensus,0.847,0.0009223715169355,Both,N/A,N/A,N/A
NODE_7624_length_1005_cov_2.422105,No,Yes,Consensus,N/A,N/A,N/A,0.9,0.0056727211922407,Both
k141_78674,Yes,No,Consensus,0.907,1.4558774637407623e-05,Both,N/A,N/A,N/A
k141_1647,Yes,No,Consensus,1.0,0.1620510369539261,Both,N/A,N/A,N/A
k141_96216,Yes,No,Consensus,0.973,0.0004114684998057,Both,N/A,N/A,N/A
k141_24902,Yes,No,Consensus,0.987,0.2726154327392578,Both,N/A,N/A,N/A
k141_126930,Yes,No,Consensus,0.527,0.1128379851579666,Both,N/A,N/A,N/A
k141_97006,Yes,No,Consensus,0.6,0.0511952154338359,Both,N/A,N/A,N/A
k141_80244,Yes,No,Consensus,1.0,0.0931266695261001,Both,N/A,N/A,N/A
k141_26720,Yes,No,Consensus,0.927,0.0087043540552258,Both,N/A,N/A,N/A
k141_90894,Yes,No,Consensus,0.94,3.1902700481367674e-09,Both,N/A,N/A,N/A
k141_3057,Yes,No,Consensus,,0.0108899772167205,Both,N/A,N/A,N/A
NODE_1936_length_1460_cov_3.055516,No,Yes,Consensus,N/A,N/A,N/A,0.993,0.0061900047585368,Both
k141_141430,Yes,No,Consensus,0.747,0.7212153077125549,Both,N/A,N/A,N/A
k141_31242,Yes,No,Consensus,0.74,0.7627427577972412,Both,N/A,N/A,N/A
k141_43919,Yes,No,Consensus,0.887,0.8033118844032288,Both,N/A,N/A,N/A
k141_162170,Yes,No,Consensus,0.62,0.0497856363654136,Both,N/A,N/A,N/A
k141_91799,Yes,No,Consensus,0.807,0.0035827208776026,Both,N/A,N/A,N/A
k141_162205,Yes,No,Consensus,0.74,0.1563754826784134,Both,N/A,N/A,N/A
NODE_2847_length_1312_cov_2.119332,No,Yes,Consensus,N/A,N/A,N/A,0.987,0.0001372136030113,Both
k141_136108,Yes,No,Consensus,0.7,0.0131318382918834,Both,N/A,N/A,N/A
k141_105191,Yes,No,Consensus,0.887,0.1666228771209716,Both,N/A,N/A,N/A
k141_157416,Yes,No,Consensus,1.0,0.0535447895526886,Both,N/A,N/A,N/A
NODE_252_length_2656_cov_3.299885,No,Yes,Consensus,N/A,N/A,N/A,0.533,0.0226173289120197,Both
NODE_1693_length_1513_cov_3.688615,No,Yes,Consensus,N/A,N/A,N/A,0.96,0.3513331413269043,Both
k141_38837,Yes,No,Consensus,0.92,0.2786093652248382,Both,N/A,N/A,N/A
k141_52089,Yes,No,Consensus,0.92,0.0107131963595747,Both,N/A,N/A,N/A
k141_160090,Yes,No,Consensus,0.767,0.0038773007690906,Both,N/A,N/A,N/A
k141_92599,Yes,No,Consensus,0.513,0.0037063288036733,Both,N/A,N/A,N/A
k141_42649,Yes,No,Consensus,0.527,0.0125742927193641,Both,N/A,N/A,N/A
k141_66193,Yes,No,Consensus,,1.1070551408920437e-07,Both,N/A,N/A,N/A
k141_66078,Yes,No,Consensus,0.887,0.2597255706787109,Both,N/A,N/A,N/A
k141_108650,Yes,No,Consensus,0.973,0.9948791265487672,Both,N/A,N/A,N/A
NODE_1867_length_1478_cov_7.661982,No,Yes,Consensus,N/A,N/A,N/A,0.94,0.0442560575902462,Both
k141_50204,Yes,No,Consensus,0.533,8.817827620077878e-05,Both,N/A,N/A,N/A
k141_87168,Yes,No,Consensus,0.633,0.0233119502663612,Both,N/A,N/A,N/A
k141_25310,Yes,No,Consensus,0.9,0.3338327407836914,Both,N/A,N/A,N/A
k141_178559,Yes,No,Consensus,0.92,1.768681795510929e-05,Both,N/A,N/A,N/A
k141_152187,Yes,No,Consensus,,3.2873729196580825e-06,Both,N/A,N/A,N/A
NODE_1431_length_1582_cov_4.519319,No,Yes,Consensus,N/A,N/A,N/A,0.98,0.0248999409377574,Both
k141_42094,Yes,No,Consensus,0.953,0.1284665167331695,Both,N/A,N/A,N/A
k141_67572,Yes,No,Consensus,0.52,7.374079723376781e-05,Both,N/A,N/A,N/A
NODE_5205_length_1114_cov_2.345609,No,Yes,Consensus,N/A,N/A,N/A,0.82,0.0001371172111248,Both
k141_127907,Yes,No,Consensus,0.96,1.797836557670962e-05,Both,N/A,N/A,N/A
k141_159043,Yes,No,Consensus,0.653,0.0191932078450918,Both,N/A,N/A,N/A
k141_84571,Yes,No,Consensus,0.6,0.0215476490557193,Both,N/A,N/A,N/A
NODE_4354_length_1172_cov_1.880931,No,Yes,Consensus,N/A,N/A,N/A,0.993,0.0138107761740684,Both
k141_76176,Yes,No,Consensus,0.993,0.0004952073213644,Both,N/A,N/A,N/A
k141_25837,Yes,No,Consensus,0.907,0.0031651770696043,Both,N/A,N/A,N/A
k141_8601,Yes,No,Consensus,0.987,0.0114369075745344,Both,N/A,N/A,N/A
k141_40347,Yes,No,Consensus,0.993,0.005834539886564,Both,N/A,N/A,N/A
k141_94498,Yes,No,Consensus,0.907,0.0769654661417007,Both,N/A,N/A,N/A
k141_153399,Yes,No,Consensus,1.0,0.2353729009628296,Both,N/A,N/A,N/A
k141_115146,Yes,No,Consensus,0.613,0.0096703171730041,Both,N/A,N/A,N/A
k141_2816,Yes,No,Consensus,0.513,0.0173616670072078,Both,N/A,N/A,N/A
k141_69617,Yes,No,Consensus,0.72,5.39599432158866e-06,Both,N/A,N/A,N/A
k141_29771,Yes,No,Consensus,0.64,0.2237968444824218,Both,N/A,N/A,N/A
NODE_5394_length_1103_cov_1.584924,No,Yes,Consensus,N/A,N/A,N/A,0.687,0.0036092931404709,Both
k141_152166,Yes,No,Consensus,0.64,0.0001804525236366,Both,N/A,N/A,N/A
k141_106050,Yes,No,Consensus,1.0,0.5180891156196594,Both,N/A,N/A,N/A
k141_84117,Yes,No,Consensus,,0.3889931440353393,Both,N/A,N/A,N/A
k141_167384,Yes,No,Consensus,0.813,0.4983751773834228,Both,N/A,N/A,N/A
k141_14275,Yes,No,Consensus,1.0,0.080149732530117,Both,N/A,N/A,N/A
k141_132192,Yes,No,Consensus,0.7,0.154158353805542,Both,N/A,N/A,N/A
k141_143022,Yes,No,Consensus,,0.2268248200416565,Both,N/A,N/A,N/A
NODE_1818_length_1487_cov_2.956704,No,Yes,Consensus,N/A,N/A,N/A,0.96,0.2349200695753097,Both
k141_156060,Yes,No,Consensus,0.973,0.4005569517612457,Both,N/A,N/A,N/A
k141_67101,Yes,No,Consensus,0.633,0.342347651720047,Both,N/A,N/A,N/A
k141_159433,Yes,No,Consensus,,1.649744945098064e-06,Both,N/A,N/A,N/A
k141_130672,Yes,No,Consensus,0.973,0.020484659820795,Both,N/A,N/A,N/A
k141_124976,Yes,No,Consensus,0.78,0.9243085384368896,Both,N/A,N/A,N/A
k141_153683,Yes,No,Consensus,,0.0009507455979473,Both,N/A,N/A,N/A
k141_9698,Yes,No,Consensus,0.827,0.0038700238801538,Both,N/A,N/A,N/A
k141_85434,Yes,No,Consensus,0.62,0.4686913192272186,Both,N/A,N/A,N/A
NODE_6434_length_1052_cov_1.659980,No,Yes,Consensus,N/A,N/A,N/A,0.967,0.0004869165131822,Both
NODE_899_length_1815_cov_3.532386,No,Yes,Consensus,N/A,N/A,N/A,0.827,0.5057117938995361,Both
k141_43556,Yes,No,Consensus,0.533,9.926965867634864e-05,Both,N/A,N/A,N/A
k141_63642,Yes,No,Consensus,0.847,0.0003165967646054,Both,N/A,N/A,N/A
k141_41401,Yes,No,Consensus,0.94,0.0773028582334518,Both,N/A,N/A,N/A
NODE_2262_length_1398_cov_2.606106,No,Yes,Consensus,N/A,N/A,N/A,0.88,0.0084125474095344,Both
k141_68608,Yes,No,Consensus,0.8,0.4049448072910309,Both,N/A,N/A,N/A
k141_45801,Yes,No,Consensus,0.827,0.0242269076406955,Both,N/A,N/A,N/A
k141_170486,Yes,No,Consensus,,0.0027574708219617,Both,N/A,N/A,N/A
k141_16381,Yes,No,Consensus,1.0,0.0046457001008093,Both,N/A,N/A,N/A
k141_21000,Yes,No,Consensus,0.907,0.4599409103393554,Both,N/A,N/A,N/A
k141_149647,Yes,No,Consensus,0.747,0.0067891827784478,Both,N/A,N/A,N/A
k141_105742,Yes,No,Consensus,0.747,0.5005624294281006,Both,N/A,N/A,N/A
k141_180564,Yes,No,Consensus,0.98,0.9887263774871826,Both,N/A,N/A,N/A
k141_36735,Yes,No,Consensus,0.94,2.5122054125859e-07,Both,N/A,N/A,N/A
k141_98484,Yes,No,Consensus,0.58,0.1052696853876113,Both,N/A,N/A,N/A
k141_179613,Yes,No,Consensus,0.753,0.0480728149414062,Both,N/A,N/A,N/A
k141_129489,Yes,No,Consensus,0.987,0.3262000679969787,Both,N/A,N/A,N/A
k141_75079,Yes,No,Consensus,0.827,0.0538735762238502,Both,N/A,N/A,N/A
k141_124352,Yes,No,Consensus,0.847,0.0327517837285995,Both,N/A,N/A,N/A
k141_181131,Yes,No,Consensus,0.527,0.0098606804385781,Both,N/A,N/A,N/A
NODE_3333_length_1256_cov_3.442964,No,Yes,Consensus,N/A,N/A,N/A,1.0,0.4829243123531341,Both
NODE_2731_length_1326_cov_1.973249,No,Yes,Consensus,N/A,N/A,N/A,0.993,0.756131649017334,Both
k141_33818,Yes,No,Consensus,0.7,0.0026046456769108,Both,N/A,N/A,N/A
k141_129143,Yes,No,Consensus,0.98,0.440915584564209,Both,N/A,N/A,N/A
k141_25874,Yes,No,Consensus,0.647,0.0015818020328879,Both,N/A,N/A,N/A
k141_95025,Yes,No,Consensus,0.847,0.1605611741542816,Both,N/A,N/A,N/A
NODE_73_length_3780_cov_3.457450,No,Yes,Consensus,N/A,N/A,N/A,0.793,0.0593353062868118,Both
k141_54053,Yes,No,Consensus,0.967,0.9518799781799316,Both,N/A,N/A,N/A
k141_53477,Yes,No,Consensus,0.993,0.9970358610153198,Both,N/A,N/A,N/A
k141_75869,Yes,No,Consensus,0.533,0.2519048452377319,Both,N/A,N/A,N/A
k141_102131,Yes,No,Consensus,0.813,0.4295321404933929,Both,N/A,N/A,N/A
k141_54690,Yes,No,Consensus,0.947,0.1116370558738708,Both,N/A,N/A,N/A
k141_66385,Yes,No,Consensus,0.967,0.0417814627289772,Both,N/A,N/A,N/A
k141_5309,Yes,No,Consensus,0.773,0.4102763533592224,Both,N/A,N/A,N/A
k141_141954,Yes,No,Consensus,0.627,0.0049727042205631,Both,N/A,N/A,N/A
NODE_2981_length_1297_cov_1.403382,No,Yes,Consensus,N/A,N/A,N/A,0.973,0.0003233867173548,Both
k141_10952,Yes,No,Consensus,0.88,0.1324554532766342,Both,N/A,N/A,N/A
k141_33334,Yes,No,Consensus,0.9,0.9990275502204896,Both,N/A,N/A,N/A
k141_85406,Yes,No,Consensus,0.873,0.0002737468166742,Both,N/A,N/A,N/A
k141_105727,Yes,No,Consensus,0.64,0.0175302848219871,Both,N/A,N/A,N/A
k141_97005,Yes,No,Consensus,0.647,0.0043244869448244,Both,N/A,N/A,N/A
NODE_5152_length_1118_cov_1.653810,No,Yes,Consensus,N/A,N/A,N/A,0.847,7.152100920393423e-07,Both
k141_133102,Yes,No,Consensus,0.953,0.1019294038414955,Both,N/A,N/A,N/A
k141_175336,Yes,No,Consensus,1.0,0.0630856752395629,Both,N/A,N/A,N/A
k141_167333,Yes,No,Consensus,0.947,6.98622825439088e-05,Both,N/A,N/A,N/A
NODE_2793_length_1318_cov_1.529691,No,Yes,Consensus,N/A,N/A,N/A,,0.893386721611023,Both
k141_151014,Yes,No,Consensus,0.547,5.819279249408282e-05,Both,N/A,N/A,N/A
k141_122324,Yes,No,Consensus,1.0,0.7258510589599609,Both,N/A,N/A,N/A
k141_110501,Yes,No,Consensus,0.66,0.9999855756759644,Both,N/A,N/A,N/A
k141_35862,Yes,No,Consensus,0.653,0.8890194892883301,Both,N/A,N/A,N/A
k141_104486,Yes,No,Consensus,0.973,0.0035056988708674,Both,N/A,N/A,N/A
k141_71970,Yes,No,Consensus,0.613,0.0937102437019348,Both,N/A,N/A,N/A
k141_116278,Yes,No,Consensus,1.0,0.0029951022006571,Both,N/A,N/A,N/A
k141_307,Yes,No,Consensus,0.7,0.0147022381424903,Both,N/A,N/A,N/A
k141_66700,Yes,No,Consensus,0.967,0.0108474344015121,Both,N/A,N/A,N/A
k141_170378,Yes,No,Consensus,0.98,0.1825874596834182,Both,N/A,N/A,N/A
k141_2919,Yes,No,Consensus,0.993,0.4201812744140625,Both,N/A,N/A,N/A
k141_6765,Yes,No,Consensus,0.527,0.8403089642524719,Both,N/A,N/A,N/A
k141_56332,Yes,No,Consensus,0.993,0.4803251028060913,Both,N/A,N/A,N/A
k141_123548,Yes,No,Consensus,,0.1818148791790008,Both,N/A,N/A,N/A
k141_87757,Yes,No,Consensus,0.987,0.9781277775764464,Both,N/A,N/A,N/A
k141_100874,Yes,No,Consensus,0.547,0.0044070952571928,Both,N/A,N/A,N/A
k141_131966,Yes,No,Consensus,0.533,0.1704181283712387,Both,N/A,N/A,N/A
k141_96375,Yes,No,Consensus,0.987,4.660067588702077e-06,Both,N/A,N/A,N/A
k141_150582,Yes,No,Consensus,0.6,0.0015417125541716,Both,N/A,N/A,N/A
k141_38658,Yes,No,Consensus,0.747,0.0869079306721687,Both,N/A,N/A,N/A
k141_147357,Yes,No,Consensus,0.553,3.793799987761304e-05,Both,N/A,N/A,N/A
k141_79689,Yes,No,Consensus,0.993,0.0453142672777175,Both,N/A,N/A,N/A
k141_147215,Yes,No,Consensus,0.547,0.5543218851089478,Both,N/A,N/A,N/A
k141_35941,Yes,No,Consensus,1.0,0.5160461068153381,Both,N/A,N/A,N/A
k141_175920,Yes,No,Consensus,0.887,0.0002187013596994,Both,N/A,N/A,N/A
k141_42584,Yes,No,Consensus,0.927,0.2171428203582763,Both,N/A,N/A,N/A
k141_146170,Yes,No,Consensus,0.513,4.967838762581778e-08,Both,N/A,N/A,N/A
NODE_4939_length_1132_cov_1.756732,No,Yes,Consensus,N/A,N/A,N/A,0.867,0.6214421987533569,Both
NODE_3733_length_1220_cov_2.378541,No,Yes,Consensus,N/A,N/A,N/A,0.907,0.0084741469472646,Both
k141_23384,Yes,No,Consensus,0.767,0.2945290207862854,Both,N/A,N/A,N/A
k141_159273,Yes,No,Consensus,0.687,0.1290125846862793,Both,N/A,N/A,N/A
k141_20615,Yes,No,Consensus,0.847,0.0323558524250984,Both,N/A,N/A,N/A
k141_100985,Yes,No,Consensus,0.953,0.0054286434315145,Both,N/A,N/A,N/A
k141_58952,Yes,No,Consensus,0.967,0.022207174450159,Both,N/A,N/A,N/A
k141_81686,Yes,No,Consensus,0.98,0.5074846744537354,Both,N/A,N/A,N/A
k141_3944,Yes,No,Consensus,0.533,0.0359473340213298,Both,N/A,N/A,N/A
k141_66351,Yes,No,Consensus,0.94,0.2661518156528473,Both,N/A,N/A,N/A
k141_20404,Yes,No,Consensus,0.967,9.667804988566786e-05,Both,N/A,N/A,N/A
k141_154438,Yes,No,Consensus,0.533,0.0233670100569725,Both,N/A,N/A,N/A
k141_17581,Yes,No,Consensus,0.993,0.1728429198265075,Both,N/A,N/A,N/A
k141_55958,Yes,No,Consensus,0.92,0.6087605953216553,Both,N/A,N/A,N/A
k141_15077,Yes,No,Consensus,,0.8958053588867188,Both,N/A,N/A,N/A
k141_75976,Yes,No,Consensus,0.773,0.3616973459720611,Both,N/A,N/A,N/A
k141_142251,Yes,No,Consensus,1.0,0.0009268893627449,Both,N/A,N/A,N/A
k141_45855,Yes,No,Consensus,0.96,0.3833225965499878,Both,N/A,N/A,N/A
k141_87977,Yes,No,Consensus,0.993,0.9481533765792848,Both,N/A,N/A,N/A
k141_102163,Yes,No,Consensus,0.827,2.281134220538661e-05,Both,N/A,N/A,N/A
k141_39064,Yes,No,Consensus,0.987,0.7017395496368408,Both,N/A,N/A,N/A
k141_170593,Yes,No,Consensus,0.707,0.0023173429071903,Both,N/A,N/A,N/A
k141_10635,Yes,No,Consensus,0.753,2.506279088265728e-05,Both,N/A,N/A,N/A
k141_40741,Yes,No,Consensus,0.973,1.2743546449200949e-06,Both,N/A,N/A,N/A
k141_70421,Yes,No,Consensus,0.993,0.0001577817456563,Both,N/A,N/A,N/A
k141_27946,Yes,No,Consensus,0.893,0.0458305403590202,Both,N/A,N/A,N/A
k141_180414,Yes,No,Consensus,0.973,0.0109237926080822,Both,N/A,N/A,N/A
k141_146708,Yes,No,Consensus,0.907,0.1092803180217742,Both,N/A,N/A,N/A
k141_179769,Yes,No,Consensus,0.9,0.0004491525469347,Both,N/A,N/A,N/A
k141_106988,Yes,No,Consensus,0.553,3.319210736663081e-05,Both,N/A,N/A,N/A
k141_65999,Yes,No,Consensus,0.747,0.1121335327625274,Both,N/A,N/A,N/A
NODE_3538_length_1236_cov_2.240474,No,Yes,Consensus,N/A,N/A,N/A,0.653,0.0137899760156869,Both
k141_103020,Yes,No,Consensus,0.96,0.0261627882719039,Both,N/A,N/A,N/A
k141_121710,Yes,No,Consensus,0.993,0.0698127746582031,Both,N/A,N/A,N/A
k141_107621,Yes,No,Consensus,0.813,0.0453601703047752,Both,N/A,N/A,N/A
k141_93238,Yes,No,Consensus,1.0,0.0003984045179095,Both,N/A,N/A,N/A
k141_43399,Yes,No,Consensus,0.98,0.1329616606235504,Both,N/A,N/A,N/A
k141_69716,Yes,No,Consensus,1.0,0.0033558430150151,Both,N/A,N/A,N/A
k141_97474,Yes,No,Consensus,0.827,0.692817211151123,Both,N/A,N/A,N/A
k141_126720,Yes,No,Consensus,0.507,5.030713964515599e-06,Both,N/A,N/A,N/A
k141_29855,Yes,No,Consensus,0.567,9.418534432370508e-07,Both,N/A,N/A,N/A
k141_78985,Yes,No,Consensus,0.7,0.0301273874938488,Both,N/A,N/A,N/A
k141_27803,Yes,No,Consensus,0.66,0.0061640124768018,Both,N/A,N/A,N/A
k141_151599,Yes,No,Consensus,0.993,0.2722122967243194,Both,N/A,N/A,N/A
k141_157231,Yes,No,Consensus,,0.0033175493590533,Both,N/A,N/A,N/A
k141_116122,Yes,No,Consensus,0.993,0.1325094103813171,Both,N/A,N/A,N/A
k141_55290,Yes,No,Consensus,0.867,0.0032584252767264,Both,N/A,N/A,N/A
k141_165441,Yes,No,Consensus,0.753,0.0079296492040157,Both,N/A,N/A,N/A
k141_24760,Yes,No,Consensus,0.553,5.406757918535732e-05,Both,N/A,N/A,N/A
NODE_6058_length_1069_cov_1.791913,No,Yes,Consensus,N/A,N/A,N/A,,0.3829817175865173,Both
k141_19259,Yes,No,Consensus,0.693,0.134738028049469,Both,N/A,N/A,N/A
k141_150605,Yes,No,Consensus,0.86,0.796270489692688,Both,N/A,N/A,N/A
k141_87150,Yes,No,Consensus,0.973,0.6660475134849548,Both,N/A,N/A,N/A
k141_108792,Yes,No,Consensus,0.993,0.9886799454689026,Both,N/A,N/A,N/A
k141_177571,Yes,No,Consensus,0.907,0.0002019354869844,Both,N/A,N/A,N/A
NODE_1599_length_1536_cov_10.480081,No,Yes,Consensus,N/A,N/A,N/A,0.993,0.2002097815275192,Both
k141_37686,Yes,No,Consensus,0.7,0.0012710203882306,Both,N/A,N/A,N/A
k141_38910,Yes,No,Consensus,,0.3683198988437652,Both,N/A,N/A,N/A
k141_138701,Yes,No,Consensus,,0.000209293939406,Both,N/A,N/A,N/A
k141_104860,Yes,No,Consensus,0.633,0.0085511151701211,Both,N/A,N/A,N/A
NODE_5623_length_1090_cov_2.777778,No,Yes,Consensus,N/A,N/A,N/A,,1.7432626918889582e-05,Both
k141_21974,Yes,No,Consensus,0.893,0.2387614697217941,Both,N/A,N/A,N/A
k141_2886,Yes,No,Consensus,0.873,0.0001620181719772,Both,N/A,N/A,N/A
k141_70469,Yes,No,Consensus,0.927,0.0006739381933584,Both,N/A,N/A,N/A
k141_13002,Yes,No,Consensus,0.993,0.3167882561683655,Both,N/A,N/A,N/A
k141_147569,Yes,No,Consensus,0.993,0.6232331395149231,Both,N/A,N/A,N/A
k141_89451,Yes,No,Consensus,,0.4251157343387604,Both,N/A,N/A,N/A
k141_59558,Yes,No,Consensus,0.933,0.0761755108833313,Both,N/A,N/A,N/A
k141_59792,Yes,No,Consensus,0.993,0.0101436330005526,Both,N/A,N/A,N/A
k141_114502,Yes,No,Consensus,,0.75951087474823,Both,N/A,N/A,N/A
k141_66017,Yes,No,Consensus,0.993,0.0012992471456527,Both,N/A,N/A,N/A
NODE_4009_length_1197_cov_2.357268,No,Yes,Consensus,N/A,N/A,N/A,,9.107226617288688e-08,Both
NODE_847_length_1843_cov_15.041387,No,Yes,Consensus,N/A,N/A,N/A,0.607,0.3656827211380005,Both
k141_49673,Yes,No,Consensus,0.807,0.999915599822998,Both,N/A,N/A,N/A
k141_112476,Yes,No,Consensus,0.593,0.0337268225848674,Both,N/A,N/A,N/A
k141_69945,Yes,No,Consensus,0.987,0.2812577486038208,Both,N/A,N/A,N/A
k141_127101,Yes,No,Consensus,0.853,0.3127139210700989,Both,N/A,N/A,N/A
k141_91310,Yes,No,Consensus,,0.8687925934791565,Both,N/A,N/A,N/A
k141_67412,Yes,No,Consensus,0.607,9.46968502830714e-05,Both,N/A,N/A,N/A
k141_43397,Yes,No,Consensus,0.847,0.0264174994081258,Both,N/A,N/A,N/A
k141_142817,Yes,No,Consensus,,0.341950923204422,Both,N/A,N/A,N/A
k141_161088,Yes,No,Consensus,0.553,0.1258331686258316,Both,N/A,N/A,N/A
k141_63266,Yes,No,Consensus,1.0,0.9358205795288086,Both,N/A,N/A,N/A
k141_36107,Yes,No,Consensus,0.547,0.1173536106944084,Both,N/A,N/A,N/A
k141_55193,Yes,No,Consensus,0.653,0.3083231747150421,Both,N/A,N/A,N/A
k141_174600,Yes,No,Consensus,0.94,0.0010706257307901,Both,N/A,N/A,N/A
k141_25485,Yes,No,Consensus,0.96,0.6327990889549255,Both,N/A,N/A,N/A
NODE_2241_length_1402_cov_1.198218,No,Yes,Consensus,N/A,N/A,N/A,0.927,0.0274603236466646,Both
k141_4827,Yes,No,Consensus,0.893,0.0024930501822382,Both,N/A,N/A,N/A
k141_139648,Yes,No,Consensus,0.993,0.0002705469960346,Both,N/A,N/A,N/A
k141_54728,Yes,No,Consensus,0.82,0.0012695824261754,Both,N/A,N/A,N/A
k141_19757,Yes,No,Consensus,0.64,0.1551271378993988,Both,N/A,N/A,N/A
k141_68889,Yes,No,Consensus,0.98,4.551708116196096e-05,Both,N/A,N/A,N/A
k141_125666,Yes,No,Consensus,0.76,0.0265588220208883,Both,N/A,N/A,N/A
k141_129745,Yes,No,Consensus,0.6,0.0063768001273274,Both,N/A,N/A,N/A
k141_173451,Yes,No,Consensus,,0.3601318597793579,Both,N/A,N/A,N/A
k141_65750,Yes,No,Consensus,0.967,0.4854508638381958,Both,N/A,N/A,N/A
k141_63883,Yes,No,Consensus,0.98,0.0520157665014267,Both,N/A,N/A,N/A
k141_22252,Yes,No,Consensus,0.9,0.998576283454895,Both,N/A,N/A,N/A
